candidate_id,rank,score,technical_evidence,career_fit,seniority,logistics,behavioral,trust,confidence,top10_eligible,penalty,risk_flags,career_retrieval_count,career_production_count,vector_count,eval_count,ml_count,career_retrieval_terms,career_production_terms,vector_terms,eval_terms
CAND_0005260,11,0.663919,0.45868,0.751883,0.88,0.7,0.743962,0.82985,0.84608,True,0.0,,6,3,5,7,10,bm25|matching|ranker|ranking|retrieval|search,deployed|latency|pipeline,bge|embedding|embeddings|faiss|vector,a/b|evaluation framework|mrr|ndcg|offline evaluation|online evaluation|recall
CAND_0049896,12,0.662729,0.44596,0.725635,1.0,0.75,0.746265,0.7087,0.76394,True,0.0,,3,1,4,3,9,ranking|recommendation|search,pipeline,embedding|embeddings|pinecone|vector,a/b|a/b test|evaluation framework
CAND_0005649,13,0.658232,0.41924,0.688252,1.0,0.95,0.717121,0.6768,0.7574,True,0.0,,6,6,8,5,14,bm25|ranking|recommendation|retrieval|search|semantic search,drift|monitoring|owned|pipeline|production|shipped,bge|elasticsearch|embedding|embeddings|faiss|pinecone|sentence-transformers|weaviate,a/b|a/b test|evaluation framework|offline metric|relevance
CAND_0042029,14,0.656788,0.42322,0.628635,1.0,0.95,0.675135,0.9262,0.6997,True,0.0,,1,3,8,4,9,ranking,owned|pipeline|shipped,elasticsearch|embedding|embeddings|faiss|opensearch|pinecone|sentence-transformers|weaviate,a/b|a/b test|evaluation framework|offline metric
CAND_0086151,15,0.655770,0.43768,0.691567,1.0,0.7,0.731952,0.8628,0.778045,True,0.0,,6,2,8,3,7,bm25|ranking|recommendation|retrieval|search|semantic search,owned|pipeline,bge|elasticsearch|embedding|embeddings|faiss|opensearch|qdrant|sentence-transformers,a/b|a/b test|relevance
CAND_0099401,16,0.653370,0.47214,0.786972,1.0,0.75,0.587908,0.6397,0.830535,True,0.0,,3,5,3,3,7,ranking|recommendation|search,drift|monitoring|owned|pipeline|production,embedding|embeddings|qdrant,a/b|a/b test|relevance
CAND_0070398,17,0.652975,0.46304,0.662073,1.0,0.75,0.693719,0.81385,0.771915,True,0.0,,5,2,7,4,13,bm25|ranking|retrieval|search|semantic search,owned|shipped,bge|elasticsearch|embedding|embeddings|faiss|sentence-transformers|vector,a/b|a/b test|offline metric|relevance
CAND_0007412,18,0.650962,0.39562,0.692962,1.0,0.85,0.734416,0.7738,0.70948,True,0.0,,3,3,4,5,10,ranking|recommendation|search,owned|pipeline|shipped,embedding|embeddings|milvus|pinecone,a/b|a/b test|evaluation framework|offline metric|relevance
CAND_0037944,19,0.649290,0.47716,0.821055,0.62,0.6,0.744275,0.82735,0.852715,True,0.0,,1,3,5,4,13,ranking,owned|pipeline|shipped,embedding|embeddings|opensearch|pinecone|vector,a/b|a/b test|evaluation framework|offline metric
CAND_0046924,20,0.649025,0.40486,0.750493,1.0,1.0,0.608057,0.61305,0.752545,True,0.0,,3,1,4,0,9,ranking|recommendation|search,production,embedding|embeddings|faiss|vector,
CAND_0012837,21,0.647549,0.44432,0.665538,1.0,0.75,0.800044,0.5582,0.70964,True,0.0,,2,2,2,0,9,ranking|recommendation,pipeline|production,vector|weaviate,
CAND_0077337,22,0.647190,0.5084,0.893242,1.0,0.7,0.879476,0.8333,0.765885,True,0.1,skill_not_in_evidence,7,9,8,6,11,bm25|ranker|ranking|recommendation|retrieval|search|semantic search,drift|index refresh|latency|monitoring|owned|production|refresh|scale|shipped,bge|embedding|embeddings|opensearch|pinecone|qdrant|sentence-transformers|vector,a/b|a/b test|ndcg|offline metric|online evaluation|recall
CAND_0017960,23,0.647061,0.48964,0.889582,1.0,1.0,0.792479,0.7168,0.741525,True,0.1,skill_not_in_evidence,3,3,6,4,12,ranking|recommendation|search,owned|pipeline|shipped,embedding|embeddings|faiss|pinecone|qdrant|sentence-transformers,a/b|a/b test|evaluation framework|offline metric
CAND_0056262,24,0.646293,0.42888,0.663078,1.0,1.0,0.608339,0.73145,0.69197,True,0.0,,2,2,2,0,11,ranking|recommendation,pipeline|production,embedding|embeddings,
CAND_0060054,25,0.645609,0.40018,0.785687,1.0,0.75,0.673853,0.6738,0.752735,True,0.0,,6,3,7,4,8,bm25|ranking|recommendation|retrieval|search|semantic search,owned|pipeline|shipped,bge|elasticsearch|embedding|embeddings|faiss|sentence-transformers|weaviate,a/b|a/b test|offline metric|relevance
CAND_0073883,26,0.645514,0.38834,0.658023,0.88,0.75,0.869925,0.82645,0.707065,True,0.0,,2,1,3,0,10,ranking|recommendation,production,faiss|opensearch|vector,
CAND_0007009,27,0.643439,0.4391,0.664608,1.0,0.8,0.733572,0.61785,0.69884,True,0.0,,5,1,9,2,11,bm25|recommendation|retrieval|search|semantic search,pipeline,bge|elasticsearch|embedding|embeddings|faiss|opensearch|pinecone|sentence-transformers|weaviate,evaluation framework|relevance
CAND_0080766,28,0.636609,0.38058,0.688507,0.88,0.75,0.771596,0.87995,0.699775,True,0.0,,6,10,8,6,7,bm25|personalization|ranking|retrieval|search|semantic search,drift|index refresh|latency|monitoring|owned|pipeline|production|refresh|scale|shipped,ann|bge|elasticsearch|embedding|milvus|opensearch|sentence-transformers|vector,a/b|a/b test|evaluation framework|ndcg|offline metric|relevance
CAND_0050454,29,0.636458,0.39594,0.559688,1.0,0.95,0.874997,0.4998,0.70074,True,0.0,,5,2,6,1,11,bm25|ranking|retrieval|search|semantic search,owned|pipeline,bge|elasticsearch|embedding|faiss|qdrant|sentence-transformers,relevance
CAND_0014440,30,0.634982,0.41158,0.697927,1.0,0.6,0.747141,0.7788,0.702005,True,0.0,,3,5,5,3,8,ranking|recommendation|search,drift|monitoring|owned|pipeline|production,elasticsearch|embedding|faiss|milvus|qdrant,a/b|a/b test|relevance
CAND_0042506,31,0.634604,0.43978,0.725725,0.62,0.8,0.756086,0.7845,0.77078,True,0.0,,3,1,8,3,11,ranking|recommendation|search,pipeline,embedding|embeddings|faiss|milvus|pinecone|qdrant|sentence-transformers|vector,a/b|a/b test|evaluation framework
CAND_0061339,32,0.634561,0.4326,0.758818,0.62,0.7,0.788192,0.77965,0.77651,True,0.0,,3,3,5,3,9,ranking|recommendation|search,owned|pipeline|shipped,embedding|embeddings|milvus|opensearch|vector,a/b|a/b test|offline metric
CAND_0061257,33,0.633093,0.38418,0.590337,1.0,0.85,0.818227,0.6933,0.697315,True,0.0,,2,3,2,3,6,ranking|search,owned|pipeline|production,ann|vector,evaluation framework|offline metric|relevance
CAND_0092255,34,0.633088,0.39954,0.657528,0.88,0.85,0.690062,0.89015,0.68105,True,0.0,,2,2,3,0,11,ranking|recommendation,pipeline|production,opensearch|vector|weaviate,
CAND_0057563,35,0.632531,0.41882,0.664218,1.0,0.75,0.678723,0.7665,0.69236,True,0.0,,6,2,7,3,8,bm25|ranking|recommendation|retrieval|search|semantic search,owned|pipeline,bge|elasticsearch|embedding|embeddings|faiss|opensearch|sentence-transformers,a/b|a/b test|relevance
CAND_0080344,36,0.632294,0.38006,0.746803,0.62,1.0,0.793609,0.59855,0.753375,True,0.0,,2,2,0,0,9,ranking|recommendation,pipeline|production,,
CAND_0093912,37,0.631452,0.42928,0.664353,0.88,0.6,0.795356,0.80235,0.701825,True,0.0,,5,2,8,1,6,bm25|ranking|retrieval|search|semantic search,owned|pipeline,bge|elasticsearch|embedding|embeddings|faiss|milvus|sentence-transformers|vector,relevance
CAND_0067866,38,0.630076,0.32908,0.556573,1.0,0.95,0.857329,0.7862,0.60853,True,0.0,,2,2,5,0,12,ranking|recommendation,pipeline|production,elasticsearch|embedding|embeddings|qdrant|vector,
CAND_0012888,39,0.629216,0.42142,0.654078,1.0,0.85,0.698748,0.54695,0.75976,True,0.0,,2,2,0,0,8,ranking|recommendation,pipeline|production,,
CAND_0094759,40,0.629215,0.4349,0.658383,0.88,1.0,0.54069,0.80895,0.757315,True,0.0,,5,2,7,8,8,bm25|ranker|ranking|retrieval|search,latency|pipeline,bge|embedding|embeddings|faiss|qdrant|vector|weaviate,a/b|a/b test|evaluation framework|mrr|ndcg|offline evaluation|online evaluation|recall
CAND_0005509,41,0.627357,0.3311,0.555943,1.0,0.95,0.86306,0.72565,0.60995,True,0.0,,3,2,1,0,10,ranking|recommendation|search,pipeline|production,qdrant,
CAND_0030468,42,0.627152,0.32964,0.649038,0.88,0.7,0.899072,0.87835,0.69077,True,0.0,,2,9,2,4,3,personalization|ranking,drift|index refresh|latency|monitoring|pipeline|refresh|scale|served|shipped,milvus|opensearch,a/b|a/b test|offline metric|relevance
CAND_0047721,43,0.626164,0.41566,0.655353,1.0,0.75,0.608935,0.88835,0.764175,True,0.0,,3,2,5,3,6,ranking|recommendation|search,owned|pipeline,embedding|embeddings|faiss|milvus|qdrant,a/b|a/b test|relevance
CAND_0052195,44,0.626099,0.33736,0.557068,1.0,0.75,0.899149,0.87185,0.616585,True,0.0,,2,2,0,0,10,ranking|recommendation,pipeline|production,,
CAND_0032179,45,0.626049,0.43782,0.754798,1.0,0.35,0.70502,0.80465,0.77143,True,0.0,,2,2,4,0,9,ranking|recommendation,pipeline|production,embedding|embeddings|vector|weaviate,
CAND_0037160,46,0.622752,0.41098,0.651783,1.0,0.85,0.73339,0.4285,0.760035,True,0.0,,2,2,4,0,9,ranking|recommendation,pipeline|production,embedding|embeddings|vector|weaviate,
CAND_0088385,47,0.622735,0.36288,0.560413,1.0,1.0,0.727063,0.75015,0.60669,True,0.0,,2,2,1,0,10,ranking|recommendation,pipeline|production,milvus,
CAND_0044855,48,0.621561,0.39986,0.660423,1.0,0.75,0.721192,0.61085,0.699565,True,0.0,,6,1,10,4,8,bm25|ranking|recommendation|retrieval|search|semantic search,pipeline,bge|elasticsearch|embedding|embeddings|faiss|opensearch|pinecone|qdrant|sentence-transformers|vector,a/b|a/b test|evaluation framework|relevance
CAND_0007596,49,0.621403,0.40298,0.752878,0.62,0.8,0.811271,0.55555,0.77699,True,0.0,,2,1,2,0,10,ranking|recommendation,production,vector|weaviate,
CAND_0076251,50,0.620958,0.4021,0.62775,1.0,0.7,0.766548,0.65535,0.687595,True,0.0,,4,4,6,1,8,bm25|retrieval|search|semantic search,drift|monitoring|pipeline|production,bge|elasticsearch|embedding|faiss|sentence-transformers|weaviate,relevance
CAND_0081686,51,0.620938,0.46968,0.796892,1.0,0.2,0.661171,0.76545,0.79578,True,0.0,,6,2,7,3,9,bm25|ranking|recommendation|retrieval|search|semantic search,owned|pipeline,bge|elasticsearch|embedding|embeddings|faiss|milvus|sentence-transformers,a/b|a/b test|relevance
CAND_0032216,52,0.619939,0.32128,0.61404,1.0,0.75,0.834939,0.83895,0.676355,True,0.0,,1,2,2,0,12,search,pipeline|production,qdrant|vector,
CAND_0015578,53,0.618193,0.38598,0.53362,0.88,0.95,0.763407,0.81195,0.62507,True,0.0,,1,1,4,1,9,search,pipeline,embedding|embeddings|faiss|pinecone,evaluation framework
CAND_0045862,54,0.617888,0.40686,0.751108,1.0,0.6,0.657179,0.6092,0.76944,True,0.0,,2,1,1,0,11,ranking|recommendation,production,vector,
CAND_0015967,55,0.615325,0.36646,0.561658,0.88,0.95,0.797253,0.6955,0.600445,True,0.0,,3,1,3,0,12,ranking|recommendation|search,production,embedding|embeddings|pinecone,
CAND_0057701,56,0.615254,0.4682,0.754583,0.62,0.55,0.664544,0.85915,0.84658,True,0.0,,2,2,5,3,10,ranking|recommendation,owned|shipped,faiss|milvus|opensearch|qdrant|sentence-transformers,a/b|a/b test|offline metric
CAND_0026532,57,0.613013,0.41446,0.756043,0.62,0.75,0.689954,0.73615,0.755475,True,0.0,,6,1,9,3,8,bm25|ranking|recommendation|retrieval|search|semantic search,pipeline,bge|elasticsearch|embedding|embeddings|faiss|milvus|pinecone|sentence-transformers|vector,a/b|a/b test|relevance
CAND_0069638,58,0.612769,0.37502,0.62229,1.0,0.7,0.799086,0.60815,0.676565,True,0.0,,3,2,1,0,11,ranking|recommendation|search,pipeline|production,pinecone,
CAND_0006567,59,0.611863,0.4119,0.784472,1.0,0.95,0.843825,0.86915,0.66267,True,0.1,skill_not_in_evidence,4,5,2,4,6,matching|personalization|ranking|search,drift|monitoring|owned|pipeline|shipped,ann|vector,a/b|a/b test|offline metric|relevance
CAND_0075249,60,0.611033,0.40556,0.6297,1.0,0.6,0.738664,0.70135,0.706715,True,0.0,,6,1,8,3,7,bm25|ranking|recommendation|retrieval|search|semantic search,pipeline,bge|elasticsearch|embedding|embeddings|faiss|milvus|pinecone|sentence-transformers,a/b|a/b test|relevance
CAND_0026640,61,0.610855,0.37478,0.553943,1.0,0.7,0.81439,0.75965,0.693435,True,0.0,,2,2,2,0,9,ranking|recommendation,pipeline|production,elasticsearch|vector,
CAND_0082489,62,0.607962,0.35558,0.744568,0.88,0.95,0.613769,0.514,0.75515,True,0.0,,3,1,1,0,11,ranking|recommendation|search,production,weaviate,
CAND_0029367,63,0.607762,0.40958,0.62901,0.88,0.85,0.685938,0.57965,0.693755,True,0.0,,4,1,8,2,10,bm25|retrieval|search|semantic search,pipeline,bge|elasticsearch|embedding|embeddings|faiss|pinecone|sentence-transformers|vector,evaluation framework|relevance
CAND_0051292,64,0.607751,0.41766,0.663618,0.88,0.6,0.709109,0.73235,0.69402,True,0.0,,5,2,8,2,9,bm25|ranking|retrieval|search|semantic search,owned|pipeline,bge|elasticsearch|embedding|embeddings|faiss|pinecone|sentence-transformers|vector,evaluation framework|relevance
CAND_0051630,65,0.607095,0.47076,0.761023,1.0,0.55,0.503022,0.55945,0.774085,True,0.0,,5,2,7,1,7,bm25|ranking|retrieval|search|semantic search,owned|pipeline,bge|elasticsearch|embedding|embeddings|faiss|opensearch|sentence-transformers,relevance
CAND_0033179,66,0.606989,0.35118,0.559228,1.0,0.75,0.882717,0.56515,0.613185,True,0.0,,3,2,1,0,9,ranking|recommendation|search,pipeline|production,opensearch,
CAND_0098454,67,0.606687,0.27822,0.575037,1.0,0.75,0.926506,0.7592,0.533665,True,0.0,,1,2,6,0,10,search,pipeline|production,embedding|embeddings|opensearch|pinecone|vector|weaviate,
CAND_0018549,68,0.606489,0.4378,0.791492,1.0,0.75,0.841524,0.93595,0.68111,True,0.1,skill_not_in_evidence,3,2,7,3,8,ranking|recommendation|search,owned|pipeline,elasticsearch|embedding|embeddings|milvus|opensearch|qdrant|weaviate,a/b|a/b test|relevance
CAND_0065277,69,0.605681,0.42886,0.563123,1.0,0.8,0.661881,0.62185,0.696205,True,0.0,,2,2,2,0,10,ranking|recommendation,pipeline|production,milvus|vector,
CAND_0096104,70,0.605375,0.38608,0.558803,1.0,0.8,0.696763,0.75415,0.670945,True,0.0,,2,1,1,0,9,ranking|recommendation,production,pinecone,
CAND_0075491,71,0.605245,0.4025,0.62475,1.0,0.55,0.725682,0.7522,0.686965,True,0.0,,1,2,2,0,9,search,pipeline|production,embedding|embeddings,
CAND_0018013,72,0.604225,0.37812,0.555098,1.0,0.75,0.75284,0.7233,0.68396,True,0.0,,3,1,1,0,8,ranking|recommendation|search,production,vector,
CAND_0073007,73,0.603562,0.36774,0.553583,0.88,0.85,0.813018,0.65145,0.698795,True,0.0,,2,2,5,0,8,ranking|recommendation,pipeline|production,embedding|embeddings|faiss|milvus|vector,
CAND_0048558,74,0.602383,0.30972,0.452463,1.0,1.0,0.895358,0.64855,0.60479,True,0.0,,2,1,3,0,9,ranking|recommendation,production,elasticsearch|opensearch|qdrant,
CAND_0000031,75,0.601881,0.4342,0.792452,1.0,1.0,0.826987,0.56285,0.67091,True,0.1,skill_not_in_evidence,3,3,4,4,8,ranking|recommendation|search,owned|pipeline|shipped,embedding|embeddings|faiss|pinecone,a/b|a/b test|offline metric|relevance
CAND_0011327,76,0.600986,0.34768,0.558523,1.0,0.8,0.774225,0.6908,0.61317,True,0.0,,3,2,1,0,10,ranking|recommendation|search,pipeline|production,opensearch,
CAND_0073620,77,0.600177,0.38532,0.647358,0.62,0.95,0.775181,0.5435,0.75174,True,0.0,,3,2,3,0,9,ranking|recommendation|search,pipeline|production,embedding|embeddings|faiss,
CAND_0013393,78,0.599487,0.37958,0.655563,0.88,0.8,0.657479,0.66445,0.682805,True,0.0,,3,2,6,0,10,ranking|recommendation|search,pipeline|production,embedding|embeddings|milvus|opensearch|pinecone|qdrant,
CAND_0068811,79,0.598811,0.43752,0.789662,1.0,0.95,0.784012,0.6875,0.65082,True,0.1,skill_not_in_evidence,3,5,7,4,9,ranking|recommendation|search,drift|monitoring|owned|pipeline|production,embedding|embeddings|opensearch|pinecone|qdrant|vector|weaviate,a/b|a/b test|evaluation framework|relevance
CAND_0060315,80,0.598330,0.39926,0.465453,0.88,1.0,0.760293,0.61445,0.63141,True,0.0,,3,2,1,0,13,ranking|recommendation|search,pipeline|production,milvus,
CAND_0066376,81,0.598317,0.41182,0.620145,0.88,0.85,0.664448,0.51415,0.75997,True,0.0,,6,1,6,3,8,bm25|ranking|recommendation|retrieval|search|semantic search,pipeline,bge|elasticsearch|embedding|embeddings|faiss|sentence-transformers,a/b|a/b test|relevance
CAND_0052328,82,0.598273,0.50614,0.72572,1.0,0.85,0.746713,0.78095,0.75792,True,0.1,skill_not_in_evidence,1,4,5,1,12,recommendation,drift|monitoring|pipeline|production,embedding|embeddings|opensearch|pinecone|vector,evaluation framework
CAND_0025882,83,0.598096,0.37474,0.653838,0.88,0.7,0.78683,0.5023,0.67112,True,0.0,,2,2,3,0,10,ranking|recommendation,pipeline|production,faiss|milvus|vector,
CAND_0041402,84,0.597234,0.35426,0.742063,1.0,0.6,0.685031,0.53085,0.734045,True,0.0,,3,1,1,0,10,ranking|recommendation|search,production,vector,
CAND_0011162,85,0.597201,0.48056,0.798212,0.88,0.75,0.80995,0.8228,0.68596,True,0.1,skill_not_in_evidence,3,6,8,4,10,ranking|recommendation|search,drift|monitoring|owned|pipeline|production|shipped,embedding|embeddings|faiss|milvus|opensearch|pinecone|vector|weaviate,a/b|a/b test|offline metric|relevance
CAND_0098952,86,0.597195,0.37036,0.655518,0.88,0.95,0.794636,0.87665,0.69122,True,0.05231,,3,1,1,0,11,ranking|recommendation|search,production,opensearch,
CAND_0064888,87,0.596941,0.33306,0.5212,0.88,0.7,0.936659,0.7413,0.61893,True,0.0,,1,2,4,0,12,search,pipeline|production,elasticsearch|embedding|embeddings|vector,
CAND_0044883,88,0.596876,0.42092,0.697177,1.0,0.35,0.666105,0.7462,0.702915,True,0.0,,6,6,7,5,15,bm25|ranking|recommendation|retrieval|search|semantic search,drift|monitoring|owned|pipeline|production|shipped,bge|elasticsearch|embedding|embeddings|faiss|pinecone|sentence-transformers,a/b|a/b test|evaluation framework|offline metric|relevance
CAND_0091745,89,0.595592,0.33778,0.558013,0.88,0.95,0.739148,0.70595,0.6089,True,0.0,,2,1,2,0,10,ranking|recommendation,production,embedding|embeddings,
CAND_0006538,90,0.595355,0.3852,0.555848,0.88,0.7,0.821788,0.6355,0.69427,True,0.0,,3,2,1,0,11,ranking|recommendation|search,pipeline|production,elasticsearch,
CAND_0055139,91,0.595157,0.39718,0.657423,1.0,0.55,0.594892,0.84915,0.676675,True,0.0,,2,2,2,0,8,ranking|recommendation,pipeline|production,elasticsearch|vector,
CAND_0079387,92,0.595039,0.47946,0.763903,1.0,0.6,0.816705,0.93165,0.689295,True,0.1,skill_not_in_evidence,6,4,9,4,10,bm25|ranking|recommendation|retrieval|search|semantic search,drift|monitoring|pipeline|production,bge|elasticsearch|embedding|embeddings|faiss|opensearch|pinecone|sentence-transformers|vector,a/b|a/b test|evaluation framework|relevance
CAND_0005311,93,0.594652,0.3115,0.612255,0.88,0.85,0.735613,0.8012,0.66857,True,0.0,,1,2,1,0,13,search,pipeline|production,qdrant,
CAND_0074735,94,0.594144,0.41622,0.563108,0.88,0.55,0.713582,0.92185,0.7085,True,0.0,,1,4,6,1,7,search,drift|monitoring|pipeline|production,elasticsearch|embedding|embeddings|pinecone|vector|weaviate,evaluation framework
CAND_0073504,95,0.592114,0.3267,0.556513,1.0,0.85,0.727605,0.71435,0.60869,True,0.0,,2,1,2,0,10,ranking|recommendation,production,elasticsearch|vector,
CAND_0011432,96,0.591343,0.3746,0.53221,1.0,0.6,0.745274,0.8613,0.63325,True,0.0,,1,3,6,4,11,ranking,owned|pipeline|shipped,elasticsearch|embedding|embeddings|opensearch|pinecone|vector,a/b|a/b test|evaluation framework|offline metric
CAND_0052335,97,0.591321,0.41252,0.562028,1.0,0.35,0.811611,0.77915,0.6986,True,0.0,,2,2,5,4,7,ranking|search,owned|pipeline,embedding|embeddings|faiss|pinecone|sentence-transformers,a/b|a/b test|evaluation framework|relevance
CAND_0016163,98,0.591140,0.34292,0.518435,1.0,0.8,0.685662,0.91465,0.68624,True,0.0,,4,4,9,1,7,bm25|retrieval|search|semantic search,drift|monitoring|pipeline|production,bge|elasticsearch|embedding|embeddings|faiss|pinecone|sentence-transformers|vector|weaviate,relevance
CAND_0010257,99,0.590651,0.4298,0.688357,1.0,1.0,0.827336,0.75045,0.681055,True,0.1,skill_not_in_evidence,3,6,6,3,9,ranking|recommendation|search,drift|monitoring|owned|pipeline|production|shipped,embedding|embeddings|milvus|opensearch|qdrant|vector,a/b|a/b test|offline metric
CAND_0069771,100,0.588205,0.37162,0.655083,0.88,0.85,0.640794,0.51285,0.679845,True,0.0,,2,1,5,0,9,ranking|recommendation,production,elasticsearch|faiss|milvus|qdrant|vector,
